3093_12_YEARS_A_SLAVE_00.16.11.586-00.16.21.908	00.16.11.586	00.16.21.908	00.16.11.586	00.16.21.908
3093_12_YEARS_A_SLAVE_00.16.22.008-00.16.25.833	00.16.22.008	00.16.25.833	00.16.22.008	00.16.25.833
3093_12_YEARS_A_SLAVE_00.16.25.933-00.16.29.252	00.16.25.933	00.16.29.252	00.16.25.933	00.16.29.252
3093_12_YEARS_A_SLAVE_00.16.29.953-00.16.33.288	00.16.29.953	00.16.33.288	00.16.29.953	00.16.33.288
3093_12_YEARS_A_SLAVE_00.16.37.335-00.16.41.465	00.16.37.335	00.16.41.465	00.16.37.335	00.16.41.465
3093_12_YEARS_A_SLAVE_00.16.41.565-00.16.46.342	00.16.41.565	00.16.46.342	00.16.41.565	00.16.46.342
3093_12_YEARS_A_SLAVE_00.16.46.442-00.16.53.228	00.16.46.442	00.16.53.228	00.16.46.442	00.16.53.228
3093_12_YEARS_A_SLAVE_00.16.55.489-00.16.57.462	00.16.55.489	00.16.57.462	00.16.55.476	00.16.57.476
3093_12_YEARS_A_SLAVE_00.17.00.311-00.17.07.511	00.17.00.311	00.17.07.511	00.17.00.311	00.17.07.511
3093_12_YEARS_A_SLAVE_00.17.07.611-00.17.11.884	00.17.07.611	00.17.11.884	00.17.07.611	00.17.11.884
3093_12_YEARS_A_SLAVE_00.17.17.809-00.17.19.737	00.17.17.809	00.17.19.737	00.17.17.773	00.17.19.773
3093_12_YEARS_A_SLAVE_00.17.22.246-00.17.25.146	00.17.22.246	00.17.25.146	00.17.22.246	00.17.25.146
3093_12_YEARS_A_SLAVE_00.17.29.331-00.17.30.556	00.17.29.331	00.17.30.556	00.17.28.944	00.17.30.944
3093_12_YEARS_A_SLAVE_00.17.31.157-00.17.31.772	00.17.31.157	00.17.31.772	00.17.30.465	00.17.32.465
3093_12_YEARS_A_SLAVE_00.17.31.872-00.17.33.095	00.17.31.872	00.17.33.095	00.17.31.484	00.17.33.484
3093_12_YEARS_A_SLAVE_00.17.33.195-00.17.38.282	00.17.33.195	00.17.38.282	00.17.33.195	00.17.38.282
3093_12_YEARS_A_SLAVE_00.17.38.382-00.17.41.688	00.17.38.382	00.17.41.688	00.17.38.382	00.17.41.688
3093_12_YEARS_A_SLAVE_00.17.42.480-00.17.44.658	00.17.42.480	00.17.44.658	00.17.42.480	00.17.44.658
3093_12_YEARS_A_SLAVE_00.17.44.758-00.18.06.917	00.17.44.758	00.18.06.917	00.17.44.758	00.18.06.917
3093_12_YEARS_A_SLAVE_00.18.07.017-00.18.35.692	00.18.07.017	00.18.35.692	00.18.07.017	00.18.35.692
3093_12_YEARS_A_SLAVE_00.19.06.455-00.19.10.402	00.19.06.455	00.19.10.402	00.19.06.455	00.19.10.402
3093_12_YEARS_A_SLAVE_00.19.35.770-00.19.46.848	00.19.35.770	00.19.46.848	00.19.35.770	00.19.46.848
3093_12_YEARS_A_SLAVE_00.19.47.486-00.19.53.757	00.19.47.486	00.19.53.757	00.19.47.486	00.19.53.757
3093_12_YEARS_A_SLAVE_00.19.53.857-00.20.04.018	00.19.53.857	00.20.04.018	00.19.53.857	00.20.04.018
3093_12_YEARS_A_SLAVE_00.20.04.118-00.20.19.018	00.20.04.118	00.20.19.018	00.20.04.118	00.20.19.018
3093_12_YEARS_A_SLAVE_00.20.19.118-00.20.32.347	00.20.19.118	00.20.32.347	00.20.19.118	00.20.32.347
3093_12_YEARS_A_SLAVE_00.20.43.907-00.20.51.438	00.20.43.907	00.20.51.438	00.20.43.907	00.20.51.438
3093_12_YEARS_A_SLAVE_00.20.51.538-00.20.54.953	00.20.51.538	00.20.54.953	00.20.51.538	00.20.54.953
3093_12_YEARS_A_SLAVE_00.20.55.053-00.20.59.791	00.20.55.053	00.20.59.791	00.20.55.053	00.20.59.791
3093_12_YEARS_A_SLAVE_00.20.59.891-00.21.12.570	00.20.59.891	00.21.12.570	00.20.59.891	00.21.12.570
3093_12_YEARS_A_SLAVE_00.21.12.670-00.21.16.804	00.21.12.670	00.21.16.804	00.21.12.670	00.21.16.804
3093_12_YEARS_A_SLAVE_00.21.22.152-00.21.25.710	00.21.22.152	00.21.25.710	00.21.22.152	00.21.25.710
3093_12_YEARS_A_SLAVE_00.21.25.810-00.21.47.164	00.21.25.810	00.21.47.164	00.21.25.810	00.21.47.164
3093_12_YEARS_A_SLAVE_00.21.50.330-00.21.52.994	00.21.50.330	00.21.52.994	00.21.50.330	00.21.52.994
3093_12_YEARS_A_SLAVE_00.23.15.272-00.23.22.385	00.23.15.272	00.23.22.385	00.23.15.272	00.23.22.385
3093_12_YEARS_A_SLAVE_00.23.30.546-00.23.40.045	00.23.30.546	00.23.40.045	00.23.30.546	00.23.40.045
3093_12_YEARS_A_SLAVE_00.23.40.145-00.23.46.136	00.23.40.145	00.23.46.136	00.23.40.145	00.23.46.136
3093_12_YEARS_A_SLAVE_00.23.46.160-00.23.50.807	00.23.46.160	00.23.50.807	00.23.46.160	00.23.50.807
3093_12_YEARS_A_SLAVE_00.23.50.907-00.23.53.335	00.23.50.907	00.23.53.335	00.23.50.907	00.23.53.335
3093_12_YEARS_A_SLAVE_00.23.56.455-00.24.01.355	00.23.56.455	00.24.01.355	00.23.56.455	00.24.01.355
3093_12_YEARS_A_SLAVE_00.24.01.455-00.24.03.730	00.24.01.455	00.24.03.730	00.24.01.455	00.24.03.730
3093_12_YEARS_A_SLAVE_00.24.03.830-00.24.08.573	00.24.03.830	00.24.08.573	00.24.03.830	00.24.08.573
3093_12_YEARS_A_SLAVE_00.24.08.673-00.24.09.951	00.24.08.673	00.24.09.951	00.24.08.312	00.24.10.312
3093_12_YEARS_A_SLAVE_00.24.17.325-00.24.20.867	00.24.17.325	00.24.20.867	00.24.17.325	00.24.20.867
3093_12_YEARS_A_SLAVE_00.24.20.371-00.24.23.475	00.24.20.371	00.24.23.475	00.24.20.371	00.24.23.475
3093_12_YEARS_A_SLAVE_00.24.31.939-00.24.33.770	00.24.31.939	00.24.33.770	00.24.31.855	00.24.33.855
3093_12_YEARS_A_SLAVE_00.24.33.770-00.24.38.226	00.24.33.770	00.24.38.226	00.24.33.770	00.24.38.226
3093_12_YEARS_A_SLAVE_00.24.38.226-00.24.41.473	00.24.38.226	00.24.41.473	00.24.38.226	00.24.41.473
3093_12_YEARS_A_SLAVE_00.24.41.653-00.24.47.550	00.24.41.653	00.24.47.550	00.24.41.653	00.24.47.550
3093_12_YEARS_A_SLAVE_00.24.47.650-00.24.51.502	00.24.47.650	00.24.51.502	00.24.47.650	00.24.51.502
3093_12_YEARS_A_SLAVE_00.24.51.602-00.24.57.486	00.24.51.602	00.24.57.486	00.24.51.602	00.24.57.486
3093_12_YEARS_A_SLAVE_00.24.57.586-00.25.01.482	00.24.57.586	00.25.01.482	00.24.57.586	00.25.01.482
3093_12_YEARS_A_SLAVE_00.25.01.575-00.25.04.977	00.25.01.575	00.25.04.977	00.25.01.575	00.25.04.977
3093_12_YEARS_A_SLAVE_00.25.38.209-00.25.40.181	00.25.38.209	00.25.40.181	00.25.38.195	00.25.40.195
3093_12_YEARS_A_SLAVE_00.25.40.281-00.25.45.881	00.25.40.281	00.25.45.881	00.25.40.281	00.25.45.881
3093_12_YEARS_A_SLAVE_00.25.45.981-00.25.50.047	00.25.45.981	00.25.50.047	00.25.45.981	00.25.50.047
3093_12_YEARS_A_SLAVE_00.25.50.147-00.25.53.110	00.25.50.147	00.25.53.110	00.25.50.147	00.25.53.110
3093_12_YEARS_A_SLAVE_00.25.53.210-00.25.56.674	00.25.53.210	00.25.56.674	00.25.53.210	00.25.56.674
3093_12_YEARS_A_SLAVE_00.25.56.774-00.26.00.724	00.25.56.774	00.26.00.724	00.25.56.774	00.26.00.724
3093_12_YEARS_A_SLAVE_00.26.00.824-00.26.07.259	00.26.00.824	00.26.07.259	00.26.00.824	00.26.07.259
3093_12_YEARS_A_SLAVE_00.26.07.359-00.26.09.670	00.26.07.359	00.26.09.670	00.26.07.359	00.26.09.670
3093_12_YEARS_A_SLAVE_00.26.09.770-00.26.11.041	00.26.09.770	00.26.11.041	00.26.09.406	00.26.11.406
3093_12_YEARS_A_SLAVE_00.26.11.065-00.26.14.845	00.26.11.065	00.26.14.845	00.26.11.065	00.26.14.845
3093_12_YEARS_A_SLAVE_00.26.17.165-00.26.19.139	00.26.17.165	00.26.19.139	00.26.17.152	00.26.19.152
3093_12_YEARS_A_SLAVE_00.26.19.239-00.26.20.097	00.26.19.239	00.26.20.097	00.26.18.668	00.26.20.668
3093_12_YEARS_A_SLAVE_00.26.20.197-00.26.28.204	00.26.20.197	00.26.28.204	00.26.20.197	00.26.28.204
3093_12_YEARS_A_SLAVE_00.26.28.294-00.26.34.991	00.26.28.294	00.26.34.991	00.26.28.294	00.26.34.991
3093_12_YEARS_A_SLAVE_00.26.35.091-00.26.38.014	00.26.35.091	00.26.38.014	00.26.35.091	00.26.38.014
3093_12_YEARS_A_SLAVE_00.26.38.114-00.26.38.979	00.26.38.114	00.26.38.979	00.26.37.547	00.26.39.547
3093_12_YEARS_A_SLAVE_00.26.39.003-00.26.42.713	00.26.39.003	00.26.42.713	00.26.39.003	00.26.42.713
3093_12_YEARS_A_SLAVE_00.27.24.449-00.27.26.630	00.27.24.449	00.27.26.630	00.27.24.449	00.27.26.630
3093_12_YEARS_A_SLAVE_00.27.31.515-00.27.40.822	00.27.31.515	00.27.40.822	00.27.31.515	00.27.40.822
3093_12_YEARS_A_SLAVE_00.27.47.425-00.27.50.270	00.27.47.425	00.27.50.270	00.27.47.425	00.27.50.270
3093_12_YEARS_A_SLAVE_00.27.51.285-00.27.54.625	00.27.51.285	00.27.54.625	00.27.51.285	00.27.54.625
3093_12_YEARS_A_SLAVE_00.27.57.648-00.28.00.201	00.27.57.648	00.28.00.201	00.27.57.648	00.28.00.201
3093_12_YEARS_A_SLAVE_00.28.00.301-00.28.02.214	00.28.00.301	00.28.02.214	00.28.00.258	00.28.02.258
3093_12_YEARS_A_SLAVE_00.28.04.538-00.28.06.086	00.28.04.538	00.28.06.086	00.28.04.312	00.28.06.312
3093_12_YEARS_A_SLAVE_00.28.06.186-00.28.12.786	00.28.06.186	00.28.12.786	00.28.06.186	00.28.12.786
3093_12_YEARS_A_SLAVE_00.28.12.886-00.28.18.294	00.28.12.886	00.28.18.294	00.28.12.886	00.28.18.294
3093_12_YEARS_A_SLAVE_00.28.18.394-00.28.21.295	00.28.18.394	00.28.21.295	00.28.18.394	00.28.21.295
3093_12_YEARS_A_SLAVE_00.28.24.475-00.28.26.339	00.28.24.475	00.28.26.339	00.28.24.407	00.28.26.407
3093_12_YEARS_A_SLAVE_00.28.43.745-00.28.46.133	00.28.43.745	00.28.46.133	00.28.43.745	00.28.46.133
3093_12_YEARS_A_SLAVE_00.28.46.233-00.28.47.946	00.28.46.233	00.28.47.946	00.28.46.090	00.28.48.090
3093_12_YEARS_A_SLAVE_00.28.48.046-00.28.52.684	00.28.48.046	00.28.52.684	00.28.48.046	00.28.52.684
3093_12_YEARS_A_SLAVE_00.28.52.784-00.29.01.889	00.28.52.784	00.29.01.889	00.28.52.784	00.29.01.889
3093_12_YEARS_A_SLAVE_00.29.43.412-00.29.45.302	00.29.43.412	00.29.45.302	00.29.43.357	00.29.45.357
3093_12_YEARS_A_SLAVE_00.31.54.950-00.31.58.355	00.31.54.950	00.31.58.355	00.31.54.950	00.31.58.355
3093_12_YEARS_A_SLAVE_00.31.58.455-00.32.00.565	00.31.58.455	00.32.00.565	00.31.58.455	00.32.00.565
3093_12_YEARS_A_SLAVE_00.32.00.589-00.32.04.264	00.32.00.589	00.32.04.264	00.32.00.589	00.32.04.264
3093_12_YEARS_A_SLAVE_00.32.04.364-00.32.15.123	00.32.04.364	00.32.15.123	00.32.04.364	00.32.15.123
3093_12_YEARS_A_SLAVE_00.32.18.222-00.32.19.478	00.32.18.222	00.32.19.478	00.32.17.850	00.32.19.850
3093_12_YEARS_A_SLAVE_00.32.47.798-00.32.52.580	00.32.47.798	00.32.52.580	00.32.47.798	00.32.52.580
3093_12_YEARS_A_SLAVE_00.32.52.680-00.32.57.550	00.32.52.680	00.32.57.550	00.32.52.680	00.32.57.550
3093_12_YEARS_A_SLAVE_00.32.57.650-00.33.03.150	00.32.57.650	00.33.03.150	00.32.57.650	00.33.03.150
3093_12_YEARS_A_SLAVE_00.33.03.250-00.33.08.260	00.33.03.250	00.33.08.260	00.33.03.250	00.33.08.260
3093_12_YEARS_A_SLAVE_00.33.08.360-00.33.30.010	00.33.08.360	00.33.30.010	00.33.08.360	00.33.30.010
3093_12_YEARS_A_SLAVE_00.33.09.300-00.33.11.061	00.33.09.300	00.33.11.061	00.33.09.181	00.33.11.181
3093_12_YEARS_A_SLAVE_00.33.12.294-00.33.15.586	00.33.12.294	00.33.15.586	00.33.12.294	00.33.15.586
3093_12_YEARS_A_SLAVE_00.33.33.925-00.33.38.544	00.33.33.925	00.33.38.544	00.33.33.925	00.33.38.544
3093_12_YEARS_A_SLAVE_00.35.08.703-00.35.14.446	00.35.08.703	00.35.14.446	00.35.08.703	00.35.14.446
3093_12_YEARS_A_SLAVE_00.35.14.546-00.35.18.897	00.35.14.546	00.35.18.897	00.35.14.546	00.35.18.897
3093_12_YEARS_A_SLAVE_00.35.26.564-00.35.31.442	00.35.26.564	00.35.31.442	00.35.26.564	00.35.31.442
3093_12_YEARS_A_SLAVE_00.35.31.542-00.35.39.137	00.35.31.542	00.35.39.137	00.35.31.542	00.35.39.137
3093_12_YEARS_A_SLAVE_00.35.39.237-00.35.40.471	00.35.39.237	00.35.40.471	00.35.38.854	00.35.40.854
3093_12_YEARS_A_SLAVE_00.35.40.571-00.35.43.698	00.35.40.571	00.35.43.698	00.35.40.571	00.35.43.698
3093_12_YEARS_A_SLAVE_00.35.43.798-00.35.51.715	00.35.43.798	00.35.51.715	00.35.43.798	00.35.51.715
3093_12_YEARS_A_SLAVE_00.35.51.815-00.35.58.483	00.35.51.815	00.35.58.483	00.35.51.815	00.35.58.483
3093_12_YEARS_A_SLAVE_00.35.58.583-00.36.03.978	00.35.58.583	00.36.03.978	00.35.58.583	00.36.03.978
3093_12_YEARS_A_SLAVE_00.36.07.546-00.36.12.041	00.36.07.546	00.36.12.041	00.36.07.546	00.36.12.041
3093_12_YEARS_A_SLAVE_00.36.12.141-00.36.19.857	00.36.12.141	00.36.19.857	00.36.12.141	00.36.19.857
3093_12_YEARS_A_SLAVE_00.36.19.957-00.36.34.797	00.36.19.957	00.36.34.797	00.36.19.957	00.36.34.797
3093_12_YEARS_A_SLAVE_00.36.34.897-00.36.39.198	00.36.34.897	00.36.39.198	00.36.34.897	00.36.39.198
3093_12_YEARS_A_SLAVE_00.37.09.798-00.37.18.346	00.37.09.798	00.37.18.346	00.37.09.798	00.37.18.346
3093_12_YEARS_A_SLAVE_00.37.21.764-00.37.25.354	00.37.21.764	00.37.25.354	00.37.21.764	00.37.25.354
3093_12_YEARS_A_SLAVE_00.37.25.454-00.37.27.957	00.37.25.454	00.37.27.957	00.37.25.454	00.37.27.957
3093_12_YEARS_A_SLAVE_00.37.32.924-00.37.39.351	00.37.32.924	00.37.39.351	00.37.32.924	00.37.39.351
3093_12_YEARS_A_SLAVE_00.38.00.958-00.38.16.607	00.38.00.958	00.38.16.607	00.38.00.958	00.38.16.607
3093_12_YEARS_A_SLAVE_00.38.16.707-00.38.19.735	00.38.16.707	00.38.19.735	00.38.16.707	00.38.19.735
3093_12_YEARS_A_SLAVE_00.38.33.472-00.38.38.452	00.38.33.472	00.38.38.452	00.38.33.472	00.38.38.452
3093_12_YEARS_A_SLAVE_00.38.38.552-00.38.39.889	00.38.38.552	00.38.39.889	00.38.38.221	00.38.40.221
3093_12_YEARS_A_SLAVE_00.38.39.989-00.38.42.636	00.38.39.989	00.38.42.636	00.38.39.989	00.38.42.636
3093_12_YEARS_A_SLAVE_00.38.42.736-00.38.49.058	00.38.42.736	00.38.49.058	00.38.42.736	00.38.49.058
3093_12_YEARS_A_SLAVE_00.38.53.652-00.38.56.446	00.38.53.652	00.38.56.446	00.38.53.652	00.38.56.446
3093_12_YEARS_A_SLAVE_00.38.56.546-00.38.59.764	00.38.56.546	00.38.59.764	00.38.56.546	00.38.59.764
